a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,5.0,1.0,10.0,1.2307232593264365e-20,0.5123140996718912,1.1312328683613102,-3.962087628432806,0.0,9.690659891990979,0.0
0.1,3.0,1.0,5.0,1.0,10.0,1.760154596763007,0.7912089763319978,1.0031914016635695,40.113842621602046,0.0,10.189248928356845,0.0
0.1,3.0,1.0,5.0,1.0,10.0,1.1760297923662497,-2.758038685030232e-26,0.8616953927466995,6.991411841423456,0.0,-10.43085921306998,0.0
0.1,3.0,1.0,5.0,1.0,10.0,1.2373983806875406e-23,-1.866975326809344,2.7427984354574284,-43.145743274964225,0.0,71.10817712703472,0.0
0.1,3.0,1.0,5.0,1.0,12.0,-8.571015082534787e-29,4.1925010322585324e-23,1.0,-0.9999999966666671,0.0,-8.119999868799999,0.0
0.1,3.0,1.0,5.0,1.0,12.0,-9.880721530794786e-20,0.5259785668241677,1.1152722719826689,-4.0712305245109555,0.0,9.472038497361096,0.0
0.1,3.0,1.0,5.0,1.0,12.0,1.1828046075997962,1.2760593295256325e-24,0.8834144383533911,7.0944651390028435,0.0,-10.253174306765699,0.0
0.1,3.0,1.0,5.0,1.0,12.0,1.7604147937423247,0.7915524584615695,1.0028096855379953,39.19262986579697,0.0,9.881103841934467,0.0
0.1,3.0,1.0,5.0,1.0,12.0,-3.1251655405162474e-18,-2.1112632225097396,2.857263497800921,-53.71891376659321,0.0,78.4340480176923,0.0
0.1,3.0,1.0,5.0,1.0,14.0,-9.259206726783016e-29,4.178421916138691e-23,1.0,-0.9999999966666671,0.0,-8.119999868799999,0.0
0.1,3.0,1.0,5.0,1.0,14.0,-2.7096047349242674e-18,0.5365179477119452,1.1028041100775134,-4.158019315848646,0.0,9.306571641366354,0.0
0.1,3.0,1.0,5.0,1.0,14.0,1.1877595062381372,-2.9486020851416054e-28,0.8992305253814955,7.1693000354463585,0.0,-10.120893936958304,0.0
0.1,3.0,1.0,5.0,1.0,14.0,1.760619348831581,0.7918224603824597,1.0025095394536085,38.54829631566406,0.0,9.648460619429924,0.0
0.1,3.0,1.0,5.0,1.0,14.0,-1.1350903237697667e-18,-2.3439526758986036,2.9621836238757946,-64.92437839905433,0.0,85.49430466913668,0.0
0.1,3.0,1.0,5.0,3.0,4.0,-6.484502303090758e-29,4.243514931505184e-23,1.0,-0.9999999966666667,0.0,-8.119999868799997,0.0
0.1,3.0,1.0,5.0,3.0,4.0,4.011427435263056e-17,0.42619613310339954,1.2270539298403633,-3.362054273778157,0.0,11.163841975230651,0.0
0.1,3.0,1.0,5.0,3.0,4.0,1.016347688373971,2.930965854732422e-24,0.22527803225266396,3.960326488863007,0.0,-13.63064125123254,0.0
0.1,3.0,1.0,5.0,3.0,4.0,1.142133526177743e-25,-1.020896947053605,2.302788220629214,-15.954430077599781,0.0,46.60674015537021,0.0
0.1,3.0,1.0,5.0,3.0,6.0,-8.677300234854781e-29,4.193464783626441e-23,1.0,-0.9999999966666671,0.0,-8.119999868799995,0.0
